id,date,title,show,number,duration,description
2aR9ZXT2wuSDsFRhuI0exY,2020-03-19,Tom Silver,,191,6299,"Tom Silver is a Hypnotherapist with over 35 years of experience developing powerful, proven therapeutic hypnosis methods. Tom sits down with the Armchair Expert to discuss his relationship with sobriety, how he stumbled into hypnosis and the depth of the subconscious mind. Dax asks about the distinction between a hypnotist and a hypnotherapist and Tom talks about his experience hypnotizing Guillermo on the Jimmy Kimmel Show. In the second half of the episode, Tom hypnotizes Miniature Mouse. He hooks her up to an EEG and they note the difference in her brain waves in and out of hypnosis. Dax and Monica have another long-distance fact check in which they dissect the experience. Visit Tom's website at www.tomsilver.com."
3qo5giSzEYNhwYykc6sZiY,2020-03-23,Sanjay Gupta on COVID-19,,192,2914,"Dr. Sanjay Gupta (American neurosurgeon and medical reporter) joins us for an informative episode on COVID-19. Sanjay takes time out of his incredible busy schedule to answer Dax and Monica's questions about the pandemic. He hits many topics such as immunity, correct precautions, the danger of overwhelming our medical system, human ingenuity in times of crisis and balancing honesty and hope."
4etLiMvHstWMN78OsJqn8J,2020-03-25,Part 7: Monica & Jess Love Goblins with Esther Perel,Monica & Jess Love Boys,7,4782,"In Part 7: Monica & Jess Love Goblins with Esther Perel, M and J are thrilled to welcome psychotherapist, Esther Perel to the attic. Esther makes the distinction between love and desire and she reminds them that having a lot of sex with many partners is equivalent to avoiding sex- both are methods to avoid rejection. Esther encourages Monica to let go of the goblin on her shoulder and she removes the phrase ""losing feelings for"" from the relationship vocabulary. The three talk about ""want"" vs. ""should"" and Esther is intrigued by Jess's interactions with ""out of my league guy"". Esther does exercises with M and J on how to spark desire and she gently tells them if they don't let go of their narratives, regardless of who they date, they will always be dating their narrative."
6tLXcbdQHxqDytvAqyb50B,2020-03-26,Lydia Denworth,,193,6184,"Lydia Denworth is a science journalist and author. She is the contributing editor for Scientific American and writes for Psychology Today. Her work has also appeared in The Atlantic, Newsweek, The New York Times, The Wall Street Journal, and Time. Lydia sits down with the Armchair Expert to talk about the biology of friendship, the science of social bonding and the evidence that we are social animals. Dax asks for suggestions to aid social development for kids who struggle to make friendships and Lydia details how friendship impacts mortality and longevity. They also touch on Lydia's work in the Deaf community, quality vs. quantity in friendships and Lydia explains why Monica is Exhibit A in the necessity of friendship."
6LNRgx6Lu8FLE1EwQ03CGY,2020-03-30,Joy Bryant Returns,,194,4179,"Joy Bryant (For Life, Parenthood, Get Rich or Die Tryin') is an American actress. Joy returns to Armchair Expert and sits down with her ex-TV husband to discuss her new obsession with duck, living bi-coastal and the parameters of when she wears a headscarf. Dax tries to induct two new people to the soul spectrum and Joy revisits the conversation of house note vs. house payment. The two talk about whether traumatic backgrounds give you a pass for problematic behavior, they discuss the extremities of the societal pendulum swing and Dax updates Joy on a recent change of opinion."
0f0FUMax9NQzgdxI74WiUq,2020-04-01,Part 8: Monica & Jess Love Cock Buffets with Dan Savage,Monica & Jess Love Boys,8,5185,"In Part 8: Monica & Jess Love Cock Buffets, M and J welcome Dan Savage (author, media pundit, journalist, and LGBT community activist) to the attic via video chat. Dan delineates many differences between dating in the gay community vs. the straight one. He talks to Monica about why women are engrained to ""vet a guy before they bed a guy"" and talks to Jess about transgressive behaviors in the gay community. He discusses the notion that we meet a few people in life who are .68 and we make the choice to round them up to a 1. He talks about the equality complex and how we need to give ourselves permission to have successful short term relationships. Monica talks to Sam on the phone and relays to Jess what they talked about and Dan takes the challenges to a new level of scary."
64Iz6ykGC8Hjek6OgeN8J5,2020-04-02,Stephen Dubner,,195,7514,"Stephen Dubner is an author, journalist, and podcast/radio host. He is co-author of the Freakonomics book series and host of Freakonomics Radio. Stephen sits down with the Armchair Expert to discuss being drawn to counterintuitive thinking, his journey to Judaism and looking at politics through an objective lens. Dax asks about Stephen's childhood and Stephen talks about popular Freakonomics pieces. The two weave in and out of many topics including the prevalence of artificial insemination in turkeys, the uptick in pedestrian deaths and the potential of eating humans."
3r6Nd3pU6a6HPdvYpWMhma,2020-04-06,Alicia Keys,,196,6006,"Alicia Keys is an American musician, singer, composer, actress and pianist. Alicia joins the Armchair Expert to discuss overcoming resentments, her pattern of people pleasing and releasing the notion that being overworked equals success. Dax relates to Alicia's love of her grandparents and Alicia talks about a life lesson that taught her the necessity of boundaries. The two talk about fear of abandonment, the mix of work and friendship and Dax proves to have good phone game. Alicia's new book More Myself: A Journey is out now."
56xG88IHXW9Y4pSYDe5zx5,2020-04-08,Part 9: Monica & Jess love Love Addiction with Dr. Alex Katehakis,Monica & Jess Love Boys,9,4992,"In Part 9: Monica & Jess love Love Addiction, M and J chat with author and the Clinical Director of Center for Healthy Sex in Los Angeles, Dr. Alex Katehakis. Dr. Alex talks about the tenants of unmanageability and addiction. Monica wonders if you can be a love addict who's never fallen in love and Jess asks questions about post relationship nostalgia. Dr. Alex declares both Monica and Jess have some dissociative tendencies in relationships and adhere to fantasy as an outlet. Monica expresses her fears of being replaceable and Dr.Alex thinks Jess uses sex to mitigate anxiety. The three talk about childhood abandonment and how that has trickled into adulthood and she gives both Monica and Jess 90 day challenges to take into the world."
3kowrmLhtE28gjxsmCGph0,2020-04-09,Andrew Marantz,,197,5931,"Andrew Marantz is a journalist, staff writer for The New Yorker magazine and author of Antisocial: Online Extremists, Techno-Utopians and the Hijacking of the American Conversation. Andrew sits down with the Armchair Expert (pre social distancing) to discuss working as a journalist and specifically his time researching internet trolls and the direct ways in which they impact society. He talks about his experience getting to know many white nationalists and the revelation they aren't always people you would expect. Dax wonders if there is an effective way to attack hateful ideologies without forgoing free speech and Andrew encourages social media companies to implement more foresight."
4lNcs5eHTcM5OYbsakaePv,2020-04-13,Ed Helms,,198,5400,"Ed Helms (The Daily Show, The Office, The Hangover) is an American actor, comedian and musician. Ed chats with the Armchair Expert about his love of the banjo, feeling guilty about leaving The Daily Show and being self admittedly repressed. Dax asks about Ed's open heart surgery and Ed tells the story of having food poisoning when shooting The Hangover. The two talk about the loss of control that comes with fame, Ed's new movie- Coffee and Kareem and Dax recalls escaping a career-ending situation in Thailand."
3o7LEhPbIxRvBDtpwSN0d0,2020-04-15,Part 10: Monica & Jess Love Each Other with Dax & Kristen,Monica & Jess Love Boys,10,4167,"In Part 10: Monica and Jess love each other, M and J chat with Kristen and Dax for their final episode. The four discuss what Monica and Jess learned from the experience, how they've grown and the things they can't un-learn after this journey. Monica talks about a newfound relationship to her narrative and Jess has a growing acceptance of addiction. Dax wonders what the big take-aways have been, Kristen praises M and J's vulnerability and the four verbally ""write"" their relationship manuals. Monica and Jess say farewell to this adventure and hello to whatever's next."
1Z2tZnLF4cvbw4sCWuEkbs,2020-04-16,Jessica Lahey,,199,5573,"Jessica Lahey is an American teacher and author. She writes the bi-weekly 'Parent-Teacher Conference' advice column for the New York Times, is a regular contributor to the Atlantic and wrote the book, The Gift of Failure. Jessica chats with the Armchair Expert about the importance of childhood autonomy, the level of parental involvement to maximize childhood growth, and the profundity of the word 'yet' when engaging with children. Dax asks about the concept of ""desirable difficulties"" and Jessica explains why the internet hasn't replaced the need for learning facts. The two discuss loving your children for who they are; not who you want them to be, how to commit information to long term memory and allowing kids to have ownership of their knowledge."
08Sr9GKMnuB13ZzFxNwk9X,2020-04-20,Sheryl Crow,,200,4828,"Sheryl Crow is an American musician, singer, songwriter, and actress. She joins the armchair expert to discuss starting her career later in life, how breast cancer changed her perspective and her pattern of attraction. Dax wonders about her experience on the Michael Jackson Bad Tour and Sheryl talks about the physiological impact of music. The two talk about meditation, Sheryl declares she's done making albums and Monica and Dax discuss their enneagram in the fact check."
5GzfFJ7PpTpGLBSUSo3xU7,2020-04-23,Glennon Doyle,,201,6609,"Glennon Doyle is an American author known for her #1 New York Times bestsellers Untamed and Love Warrior and bestseller Carry On, Warrior. Glennon chats with the Armchair Expert about her struggle with addiction, falling in love with a stranger and her realization about forgiveness. Glennon talks about overcoming societal memos and Dax questions if following your personal truth is a realistic goal. They discuss the responsibility of highly sensitive people and why control and love are inherently at odds."
6yabs9s8D7NesrS5tMBsT8,2020-04-27,Rob Lowe,,202,5815,"Rob Lowe (The Outsiders, St. Elmo's Fire, The West Wing, Parks and Recreation) is an American actor, producer, and director. Rob chats with the Armchair Expert about moving to Malibu as a child and feeling out of place, his time and ultimate departure from The West Wing and going to high school with many famous faces before they were famous. Dax asks about his navigation through negative public moments and Rob talks about his experience on The Outsiders. The two talk about sobriety and Rob's foresight that caused him to move away from Hollywood."
35CIFPSuFRyKQuwnNo8J7O,2020-04-30,David Chang,,203,5637,"David Chang is an American restaurateur, author, television personality and founder of the Momofuku restaurant group. David chats with the Armchair Expert about growing up Korean American, his first time eating ramen in Japan and how he found his way into cooking. Dax talks about elitism in food and David discusses how depression led him to open Momofuku. The two talk about self-medicating, the responsibility to share one's painful experiences and the importance of asking for help."
2xznfnGpOAoAuA5IvpGU4p,2020-05-04,Zoë Kravitz,,204,6130,"Zoë Kravitz (Mad Max: Fury Road, Big Little Lies, High Fidelity) is an American actress and singer. Zoë chats with the Armchair Expert to discuss the differences between living with her mom versus her dad and her experience working with many powerful women on Big Little Lies. Dax checks himself on asking a potentially misogynistic question and Zoë outs Dax on being obsessed with her mom. The two talk about how Zoë caught Dax is in a compliment paradox the first time they met, they bond over Koo Koo Roo and they debate whether or not to refer to the superhero as Batman or The Batman."
76M5QZL1uQemqtXnA2pBMX,2020-05-07,Dan Heath,,205,5486,"Dan Heath is an American bestselling author, speaker and fellow at Duke University's CASE center. Dan chats with the Armchair Expert about why certain ideas stick, the emotionality behind urban legends and the benefit of thinking upstream. Dax implores those to think about the financial benefits to upstream social reform and Dan explains that every system is designed for its outcome. The two talk about systemic preventions that have a lasting impact, getting caught in a bad plan loop and they commiserate about being older dads."
65zUt3BzhoypkQhFLeyV5f,2020-05-11,America Ferrera,,206,4889,"America Ferrera (Ugly Betty, End Of Watch, The Sisterhood of the Traveling Pants, Superstore) is an American actress, voice actress, producer, and director. America chats with the Armchair Expert to discuss her feelings of insecurity when she won her Emmy, growing up being told she wouldn't make it and her learned skill of molding stereotypes into true representations. Dax wonders if it can feel burdensome to be the voice of a community and America talks about her identity crisis at the conclusion of Ugly Betty. Dax and America discuss raising children in a place of privilege and the newfound proximity amongst women in the industry."
6iYaegMkktolQPUG10w4Uh,2020-05-14,Rajiv Shah,,207,6571,"Rajiv Shah is the President of the Rockefeller Foundation. He is a former American government official, physician and health economist who served as the 16th Administrator of the United States Agency for International Development from 2010-2015 under President Obama. He also held many leadership positions at the Bill and Melinda Gates Foundation. Raj chats with the Armchair Expert about the economics of the healthcare system, leading the U.S response to the Ebola outbreak in West Africa and the Rockefeller Foundation's commitment to expand Covid-19 testing. Dax asks what he learned from Bill and Melinda Gates and Raj talks about having to address the crisis in Haiti only 6 days into the job. They two talk about America's interest in expanding American values around the globe, vaccinations and the importance of agriculture in humanitarian efforts."
2eA48a5PZNVz9MKQQYAiBk,2020-05-18,50 Cent,,208,3416,"Curtis Jackson better known as 50 Cent is an American rapper, actor, producer, and entrepreneur. 50 cent chats with the Armchair Expert about towing the line between Curtis and 50 Cent, hustling at age 12 and having to make the distinction between the one who sells and the one who consumes. Dax asks about masculinity and 50 Cent talks about being a lightweight. The two talk about their instinctual guard against people and why it's important to have a career that evolves over time."
2c7hVtKKYxEh2hFDUtqtWa,2020-05-21,Laurie Santos,,209,5302,"Dr. Laurie Santos is a cognitive scientist and Professor of Psychology at Yale University and host of The Happiness Lab podcast. Laurie chats with the armchair expert to discuss 5 ways to increase happiness during quarantine, the neuroscience behind deep breaths and why studying animals is better than studying humans. Dax connects Laurie's principals to the principals of AA and Laurie talks about the negative impact of academic grades. The two discuss the scientific effects of giving and the connection between anthropology and psychology."
6SqSTuqGinBZqEfct2TNXd,2020-05-25,Melissa McCarthy,,210,4998,"Melissa McCarthy (Bridesmaids, Mike and Molly, Spy, Identity Thief) is an American actress, comedian, writer and producer. Melissa chats with her old pal, the armchair expert, about how she found the Groundlings, tanking her Bridesmaids audition and her hatred of e-mail. Dax commends Melissa for continuing to work with old friends and Melissa talks about her love of renovating homes. The two discuss the dream of Saturday Night Live, the unifying experience of seeing comedies in a theatre and they reminisce on an old comedy show they did together in which one audience member (in a 400 seat theatre) came to see it."
0zu3mkTscg6rrtbBVaL1nN,2020-05-28,Jon Meacham,,211,5964,"Jon Meacham is a Pulitzer prize winning author, reviewer, and presidential biographer. Jon chats with the Armchair Expert about this early fascination with politics, attending Ronald Reagan's inauguration as a young boy and the importance of delineating historical figures from saints. Jon states his position on confederate statues and Dax asks what factors distinguished his pulitzer prize winning book from the others. The two talk about how age has affected their career outlook and they debate the impact of Christianity in the modern world."
5WF5Dbz4SBx9QsD6QGAPtd,2020-06-04,Heather McGhee,,212,4819,"Heather McGhee is an American political commentator, political strategist, currently a distinguished senior fellow and former president of Demos, a non-profit progressive U.S. think tank. Heather sits down with the Armchair Expert to discuss race in America - her takeaway from going to a white school but living in a black neighborhood and her theory that racism comes at a cost to all races. Dax asks about the economic impact of systemic racism and Heather talks about her epiphany watching Black Panther. They talk about colorism, the history of police interfacing with the black community and the hope of change."
41zNeRDX6gwiiHUAp05H49,2020-06-08,Bradley Whitford,,213,4659,"Bradley Whitford (The West Wing, The Handmaid's Tale, Get Out) is an American actor and political activist. Bradley chats with the armchair expert about growing up in a Quaker household, the impact of social change through storytelling and the three thoughts that flood his brain when receiving direction. Dax asks about the events that led to Bradley writing episodes for The West Wing and Bradley talks about his experience of playing complex characters. The two talk about professions that draw arrogant people and their mutual desire to say the worst thing at the worst moment."
2t3qaCj5RsJBwQa0XEmCJa,2020-06-11,Ibram X. Kendi,,214,4970,"Ibram X. Kendi is an American author and historian who teaches at American University. From July 2020, Kendi will join Boston University to launch the BU Center for Antiracist Research. Ibram sits down with the Armchair Expert to discuss the definitions of racism vs. anti-racism, the importance of acknowledging moments of racism in your life and his own racist beliefs that he has worked on shedding. Dax wonders if it's realistic to ask people to prioritize issues that don't directly affect them and Ibram equates fighting racists ideas to fighting addictions. They talk about the police system, how to educate children and the unspoken element of gun deaths in America."
5fywYvVoqbyivG8A83eBeZ,2020-06-12,Alanis Morissette,,215,4430,"Alanis Morissette is a Canadian-American singer, songwriter, record producer, and actress. Alanis chats with the Armchair Expert about finding music as a young kid, the concept of ""deserving"" fame and the attributes of being a highly sensitive person. Dax is hung up on one of her song lyrics and Alanis shares what it's like to be a principal's daughter. The two talk about shedding the desire for loyalty, they dissect the word perverted and they talk discuss the fundamental difference between Canadian and Americans."
3RxJN5ah02jdr6Zj6LTTBW,2020-06-15,Beastie Boys,,216,4150,"Beastie Boys were an American hip hop group from New York City. Adam and Mike D sit down with the Armchair Expert to discuss the nascent beginnings of the band, the protective nature of a group dynamic and working with legends early in their careers. Dax makes predictions about Mike and Adam's life and they discuss the conflation of personal identity with band identity. They talk about what it feels like to lose a band member and Adam is the first to introduce Zoom chat to the Armchair Expert recording history."
6JYFyuP3TPq5vn3uVibCRh,2020-06-18,Vivek Murthy,,217,6960,"Vivek Murthy is an American physician and former vice admiral in the Public Health Service Commissioned Corps who served as the 19th Surgeon General of the United States. Vivek chats with the armchair expert about the health implications of loneliness, how his childhood as an outsider made him more compassionate and why he became interested in public policy. Dax wonders about the dilemma between liberty and equality on health legislation and Vivek talks about the biggest boat rescue in human history. He talks about what he learned from a patient who won the lottery and the lessons he's taken from patients on their deathbeds."
0uINgYvOn1sWNw7COXFkih,2020-06-19,BONUS: Malcolm Gladwell,,,1963,BONUS EPISODE! Malcolm Gladwell joins the Armchair Expert to talk about the upcoming season of The Revisionist History podcast.
2VYeaMux9PvqRDHfCtGuY2,2020-06-22,Blake Griffin,,218,6115,"Blake Griffin is an American professional basketball player for the NBA the Detroit Pistons. Blake chats with the armchair expert about growing up playing basketball with his dad and brother, learning to be a leader amongst players who are older than him and he talks through his game-day routine. Dax asks about Blake's experience with racism and Blake discusses managing money. They talk about balancing egos and Blake shares what he learned after enduring an injury early in his career."
5trbYMnLrwd76Vg5xf9h2E,2020-06-25,Jeffrey Sachs,,219,6560,"Jeff Sachs an American economist, academic, public policy analyst and former director of The Earth Institute at Columbia University, where he holds the title of University Professor. He is known as one of the world's leading experts on economic development and the fight against poverty. Jeff chats with the Armchair Expert about his career in international economics, what he's learned from advising other countries and his propensity to model Scandinavia's middle way economic model. Dax asks about communism in theory vs. in practice and Jeff implores us to take care of one another. The two talk about how the history of WWI has led to today and Jeff describes ways in which we couldn't have a more balanced economy."
6N0pgA7mdaKnfOfw2X5QEx,2020-06-29,Juliette Lewis,,220,4198,"Juliette Lewis (Natural Born Killers, Old School, What's Eating Gilbert Grape, National Lampoon's Christmas Vacation) is an American actress. Juliette chats with the Armchair Expert about wanting to be seen as her current self rather than her past self, she talks about her early struggle with fame and how acting course corrected her wayward path. Dax asks what's it's like to be a part of an evergreen holiday movie and Juliette talks about the distraction of beauty in acting. The two discuss the phenomena of Natural Born Killers, her pull towards music and her new show, I Know This Much Is True."
5N5GKwd9mjNon5K48Xqnnz,2020-07-02,Nina Vasan,,221,6161,"Nina Vasan is a professor at Stanford University and the Founder and Executive Director of Brainstorm: The Stanford Lab for Mental Health Innovation. She is the Chief Medical Officer of Real, a new women's mental health company and a psychiatrist at Silicon Valley Executive Psychiatry, a boutique concierge clinical for executives, entrepreneurs, and elite performers. Nina chats with the Armchair Expert about her personal experience with anxiety/depression, the continued prevalence of stigma and the loop of actions, thoughts and emotions. Dax asks about the concern of treating addiction with psychiatric drugs and Nina discusses how technology can aid in this problem. They talk about mental health as a three-pronged bio, psycho and social endeavor and they discuss the tenets of cognitive-behavioral therapy."
0SvVxTbEC9tYLyCUeN9Dt3,2020-07-03,Jennifer Eberhardt,,222,4871,"BONUS EPISODE with Jennifer Eberhardt (social psychologist who is currently a professor in the Department of Psychology at Stanford University) is the first in a monthly series on dissecting the Black experience in America. Jennifer chats with the Armchair Expert about her work in police reform, her personal experiences with racism and the biological impact of cultural biases. Dax asks if there are any model police departments and Jennifer shares a story of when she got arrested. She talks about having ""the talk"" with her sons and she shares the details of many psychological experiments she did on race and discrimination."
5dlhyBj4Xm3tha78JOlRWN,2020-07-06,Emily Mortimer,,223,4330,"Emily Mortimer (Lars and the Real Girl, Shutter Island, The Newsroom) is an English actress and screenwriter. Emily chats with the Armchair Expert about her newfound realization of her social anxiety, her mother's patronization and overcoming a lazy eye in her first big movie. Dax wonders what it's like working for Aaron Sorkin and Emily Is forced to define many British words. The two talk about the power of delivering a message via horror movie and Emily talks about her early nepotistic start in show business."
0raHArSmcYLL1DXttlsadA,2020-07-09,Jud Brewer,,224,7277,"Jud Brewer is an American psychiatrist, neuroscientist and author. He studies the neural mechanisms of mindfulness using fMRI technology and has used his findings to treat addictions. Jud chats with the Armchair Expert about contentment vs. excitement, how meditation dissolves the sense of self and the biological reasons humans have cravings. Dax talks about how food scientists flavor foods to lose their taste and Jud gives Dax and Monica a test on openness. The two talk about the neurological reasons we behave the way we do and Monica reveals a big update in the fact check."
6HUG0ZaWf5dQ3RLx9K3V8o,2020-07-13,John Legend,,225,5047,"John Legend is an American singer, songwriter, producer, actor, and philanthropist. John chats with the armchair expert about skipping multiple grades as a kid and how music saved him. He talks about his claim to fame working on Lauryn Hill's record in college and he explains why his hair still looks so groomed in quarantine. Dax wonders if having kids has changed John's career and John talks about why he participated in the R Kelly documentary. Dax and John talk about their histories of cheating and John talks about his creative process."
5FAdrDh8nBgLKtcB0ycWfg,2020-07-16,David Sinclair,,226,5367,"David Sinclair is an Australian biologist and professor of genetics at Harvard known for his research on aging and longevity mechanisms. David chats with the Armchair Expert on his field of advancing the age of an organism, the stigma around aging research and his existing accomplishment of reversing the age of eyes in mice. Dax asks why humans have evolved to die and David explains the epigenome and it's part in longevity. The two talk about the ethical questions surrounding this issue and David explains the potential for erasing diseases eventually leading to 300 and 400 year long life spans."
1QIhce3tia5IP7zoisEsC9,2020-07-20,Rob Corddry,,227,6238,"Rob Corddry (The Daily Show with Jon Stewart, Children's Hospital, Hot Tub Time Machine, Ballers) is an American actor and comedian. Rob chats with the Armchair Expert about how he was seduced by Dax many years ago, his experience being bullied in Boston and why he'd ""do great in jail"". Dax praises Rob for being a comedian's comedian and Rob performs a Shakespearean monologue. Rob talks about his commitment to productivity, he shares his inspiration for Children's Hospital and the two talk about their new show, Top Gear America."
3I7Utiu89mPtYvXSfXjM2G,2020-07-23,Travis Pastrana,,228,5424,"Travis Pastrana an American professional motorsports competitor and stunt performer who has won X Games gold medals in supercross, motocross, freestyle motocross, and rally racing. Travis chats with the Armchair Expert about how he started riding dirt bikes at age 4, his risk/reward philosophy on life and his goal to make motocross safer and more accessible. Dax asks about addiction in the sport and Travis talks about his harrowing injuries. The two discuss having kids in conjunction with dangerous hobbies and Travis talks about the future of his profession."
4XHdkCvcXpPdZPtTA0Av7t,2020-07-27,Dave Franco,,229,4499,"Dave Franco (Neighbors, The Disaster Artist, Now You See Me) is an American actor and director. Dave chats with the Armchair Expert about being a first time director, growing up to artistic parents and dealing with his perfectionism. Dax asks if Dave hates talking about his brother and Dave tells his version of the Alison Brie/Dave Franco love story. The two talk about home-sharing, Dave debunks some of Dax's theories and a special guest joins for the end."
6Jrsn6i3sezarfE8Yw2Rjy,2020-07-30,Angela Duckworth,,230,6025,"Angela Duckworth is an American academic, psychologist, MacArthur Genius grant winner and the co-host of the podcast No Stupid Questions. She is the Rosa Lee and Egbert Chang Professor of Psychology at the University of Pennsylvania, where she studies grit and self-control. Angela chats with the Armchair Expert about the components of grit, her inclination to study achievement and the amorphous quality to intelligence. Dax talks about fulfillment vs. success and Angela talks about the imperative of intentional role modeling. The two discuss objectivism in The Fountainhead, the detriment of comparison and Angela evaluates Dax and Monica's grit."
5neasGjLP3kJ1jy8qGintZ,2020-08-03,Leslie Odom Jr.,,231,4673,"Leslie Odom Jr. (Hamilton, Smash, Central Park) is an American Broadway, TV, Film actor and singer. Leslie chats with the Armchair Expert about his acting approach in Hamilton, achieving his singular goal of being in RENT on Broadway and struggling with the concept of being the ""token"". Dax asks about the unique dynamic of being married to a fellow actress and Leslie confesses about his time as a grocery store employee. The two talk about cancel culture, Leslie talks about his commitment to salary parity and Monica and Dax have a disgusting/interesting debate in the fact check."
5Kb6XaDDENhEQ6PU4syO7X,2020-08-06,Bradley Edwards,,232,5131,"Brad Edwards is a nationally recognized Board Certified Civil Trial attorney who specializes in providing civil representation for children, victims of sexual abuse, and victims of violent crimes. He is most notable for representing over 50 girls in the Jeffrey Epstein case. Brad joins the Armchair Expert to discuss the details of the Jeffrey Epstein case, the ways in which he manipulated his victims and he recalls the times he spent with Jeffrey one-on-one. Dax asks Brad about his opinion on Epstein's death and Brad talks about the hurdles of this case. The two talk about the ways income inequality played a role in the power dynamic, Ghislaine Maxwell's involvement, and his book, Relentless Pursuit: My Fight For The Victims of Jeffrey Epstein."
6knYkgAwsVT9NJNB5zLpfk,2020-08-10,Colin Jost,,233,5696,"Colin Jost (SNL) is an American comedian, actor and writer. Colin chats with the Armchair Expert about how he got into comedy, his approach to managing and he talks us through some of his favorite sightseeing castles. Dax wonders if his experience at Harvard was like Hogwarts and Colin shares one of his many poop stories. The two talk about Colin's contribution to the Dave Chappelle Mark Twain Awards ceremony, he speculates on why he's so private and he talks about how he views the world as an observer rather than a participant."
5l923n4ywA0hL80AuP1G55,2020-08-13,Atul Gawande,,234,5027,"Atul Gawande is an American surgeon, writer, and public health researcher. He practices general and endocrine surgery at Brigham and Women's Hospital in Boston, Massachusetts. Dax and Atul discuss the personalities of surgeons and the use of checklists to remedy the complexity of their responsibilities. Dax tells a scary hospice story and the two discuss how you determine your priorities as you reach the later stages of life. In the fact check, Monica & Dax discuss training crows to do complex tasks."
6BSxickn3nRYAHrypwBvXz,2020-08-14,Michael Tubbs,,235,3837,"BONUS EPISODE with Michael Tubbs (the 79th and current mayor of Stockton, CA) is the second installment in a monthly series on dissecting the Black experience in America. Michael chats with the Armchair Expert about becoming the youngest mayor in Stockton's history and the programs he developed to reduce gun violence and homicides in Stockton. He discusses the impact of his father's imprisonment on his life and his realization that while people have the freedom to make choices, those choices are often contextualized by an environment in which they have no control. Dax then argues with Mayor Tubbs about universal basic income and Michael explains how an income floor can allow for people to take a risk and bet on themselves."
6WqRlagVjt8qRVUPHleqrI,2020-08-17,Sean Penn,,236,5653,"Sean Penn (Milk, Fast Times At Ridgemont High, I Am Sam, Into the Wild) is an American actor, director, screenwriter, producer, author and humanitarian. Sean chats with the Armchair Expert about recognizing limitations, the freedom he finds in writing books and the impact of cancel culture. Dax wonders what drove Sean toward humanitarian work and Sean talks about the human desire for wanderlust. The two talk about the point at which assets become embarrassments, their mutual love of Bukowski and Sean's disapproval of insincerity."
1naaub9ZbuOeQTHPPhuRZW,2020-08-20,Bill Gates,,237,5456,"Bill Gates is an American entrepreneur, software developer, investor, and philanthropist. Bill chats with the Armchair Expert about being fascinated by advancements in history, balancing work/marriage/fatherhood and his eternal optimism. Dax wonders if it's possible to be simultaneously sweet and demanding and Bill talks about his love of the movie, Spy Game. The two talk about the critical role of vaccinations, whether tech entrepreneurs deserve to be questioned by the government and their mutual love of Diet Coke."
5LMdXDZN2b9LYvQ3hpIIz6,2020-08-24,Ellen Pompeo,,238,5460,"Ellen Pompeo (Grey's Anatomy, Old School, Catch Me If You Can) is an American actress, director, and producer. Ellen chats with the Armchair Expert about growing up in blue collar Boston, her relationship with women and proving her worth. Dax asks about the impact of losing her mother at age 4 and Ellen talks about a few iconic movies she was cut out of. The two talk about Ellen's public salary negotiations and the pros and cons of being on a show for 17 seasons."
59PVrvKu6ydGwCUKa1Yrph,2020-08-27,Nadia Bolz-Weber,,239,6213,"Nadia Bolz-Weber is an author, Lutheran minister and public theologian. Nadia chats with the Armchair Expert to have a discussion on one of life's most challenging topics: religion. Nadia discusses the evolution of her faith, the beauty of grace and unconventional tradition. Dax wonders how she, as a femininst, can reconcile the lack of females in the church and Nadia talks about the danger of promise rings. The two talk about sobriety, community vs. faith and whether Jesus is the son of God."
7CCmkJlNeT50CYE5BchLgi,2020-08-31,Jason Bateman Returns,,240,6394,"Jason Bateman (Ozark, Arrested Development, Silver Spoons) is an American actor, director, producer and returning guest of Armchair Expert. Jason discusses his new podcast Smartless, his fears about coming across as overly opinionated and how much he's willing to divulge on it. Dax owns his own insecurities and asks why they don't hang out more, while Jason admits that he needs to work on his rest face. In the fact check, Dax and Monica go through and answer the Proust character questionnaire."
4gy4yriuwmh259xn40j3Hv,2020-09-03,Lenore Skenazy,,241,7141,"Lenore Skenazy is the president of Let Grow, a non-profit promoting childhood independence and resilience, and the founder of the Free-Range Kids movement. Lenore discusses the generational differences in growing up, how unrealistic the current standards are for being a good parent, and the importance of play. Dax asks Lenore to dispel the myth of common childhood dangers and Lenore explains the negative notion of the phrase ""stranger danger."" The two discuss frequency distortion, how resilient kids are, and Lenore unveils her husband's crow box."
4Xr273KxaIh9zR7Ilhivv5,2020-09-07,Seth MacFarlane,,242,6375,"Seth MacFarlane (Family Guy, American Dad, Ted) is an American actor, animator, writer, producer, director, comedian, and singer. Seth chats with the armchair expert about how he first found animation, luck vs. effort and how he handles criticism. Dax brings up a lingering insecurity about Family Guy and Seth talks about the first time he drew a nude in college. The two talk about the future of animation, Seth's involvement in philanthropy and Dax is disappointed they haven't read any of the same books."
5v8TpW3Fb3Hb9l2jeQ2afi,2020-09-10,Tom Brady,,243,5775,"Tom Brady is an American football quarterback for the Tampa Bay Buccaneers of the National Football League. Tom joins the Armchair Expert to discuss his journey to healthy dieting, valuing skills that often get undervalued and starting football in high school. Dax asks what it was like to leave the Patriots after such a long career and Tom talks about having a chip on his shoulder. The two discuss Tom's approach to bettering himself and the identity shift he will inevitably experience post-retirement."
