id,date,title,duration_ms,description
7woZ4wBWgjdRR2Dq7AWgH5,2019-04-11,EXPERTS ON EXPERT: Sanjay Gupta,5580199,"Dr. Sanjay Gupta is an American neurosurgeon, medical reporter and CNN medical correspondent. He sits down with the Armchair Expert to discuss wanting to change his name to Steve as a child, performing surgery in a wartime environment and he breaks the misconception that brain size is the primary factor in intelligence. Dax and Sanjay share a Michigander past and they discuss some of the failing components of our current healthcare system. He talks about recent findings in CTE and leaves us with advice on ways to maximize health and prolong life. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
03Upl7M4KUTYm6RTQkhVPl,2019-04-15,Will Forte,7205955,"Will Forte (SNL, MacGruber, Nebraska, The Last Man on Earth) is an American actor, comedian, writer and producer. Will sits down with the Armchair Expert to discuss turning down SNL, living with OCD and the experience of creating his own show. Dax has mastered the Irish goodbye and Will remembers shooting his first scene of an Alexander Payne movie. Will recalls his SNL audition characters, he talks about getting fired from Letterman and Dax thinks MacGruber is a perfect comedy. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5dowLsSZRnhEnRqSzFtZnX,2019-04-18,EXPERTS ON EXPERT: Michael Gervais,8393142,"Michael Gervais is a high-performance psychologist and co-founder of Compete to Create. In this episode of Experts on Expert, Michael sits down with the Armchair Expert to discuss working on the RedBull Stratos project, the nuisance of overcoming mental obstacles and his work with Microsoft employees to maximize work performance. The two talk about the mindfulness revolution, optimal coaching techniques and steps to train your mind. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6iyWozUk1rbvG1qHh3Alq2,2019-04-22,Norah Jones,7525433,"Norah Jones is a Grammy award-winning American singer, songwriter, and pianist. She sits down with the Armchair Expert to discuss the trajectory of her career, her commitment to music and dealing with public criticism. Norah admits she is attracted to musicians and Dax, in response, declares his rudimentary knowledge of drumming. The two talk about the value of relationships pre and post-fame, they bond over having powerful single mothers and Norah plays music for Dax and Monica making them feel like their live in a matrix. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6CjVdLylkkhsbA9KVQFJjl,2019-04-25,EXPERTS ON EXPERT: Dr. Eric Topol,6274115,"Dr. Eric Topol is an American cardiologist, geneticist, digital medicine researcher and the director and founder of Scripps research institute. The good doctor sits down with the Armchair Expert to discuss the benefits of applying Artificial intelligence to our healthcare system, he talks about the concept of deep leaning and he relays the importance of human to human interaction in medicine. Dax wonders if we are spending too much money on end of life care and Eric debunks the notion that AI will fully replace humans. The two talk about the futile search for pain relief and the doctor gets everyone excited about the advent of a smartphone full body scan. Also, Monica and Dax get a special surprise call in the fact check. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
0agX12SiyvW51n30XQkRts,2019-04-29,Stephen Merchant,6065266,"Stephen Merchant (The Office, Extras, The Ricky Gervais Show) is an English writer, director, radio presenter, comedian and actor. Stephen sits down with the Armchair Expert to discuss the pros and cons of being tall and his philosophy on directing. Dax and Stephen reminisce on the pre-internet era when it was impossible to find answers to bizarre questions. They talk about the differences between English and American standards on alcohol consumption and mental health and Stephen talks about the success of The Office and its lasting impact. In the fact check, Monica and Dax reflect on past indiscretions at the bowling alley and they hope the statute of limitations is up. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
4qUy5yybV6ohW9WfbVervl,2019-05-02,EXPERTS ON EXPERT: Esther Perel,8171833,"Esther Perel is a Belgian author and psychotherapist. Esther sits down with the Armchair Expert to discuss the true definition of eroticism, the unrealistic expectations we put on our partners and how the status of a couple affects the whole family. She finds the current lack of sex education unacceptable and Dax wonders if Esther’s husband is intimidated by her. Esther delineates the complexities of infidelity, she insists we break societal labels and she talks about the residual effect of growing up with parents who survived the Nazi concentration camps. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
0qSOzyFQRmLyBMesFNL3Uu,2019-05-06,Hasan Minhaj,6843872,"Hasan Minhaj (The Daily Show, Homecoming King, Patriot Act) is an American comedian, writer, producer, political commentator, actor, and television host. Hasan sits down with the Armchair Expert to discuss feeling overwhelmed by the balance of life and work and the effect of trends and forces in his life. Dax wonders if Hasan is attracted to people who resemble his mother and Hasan wants Monica to speak up. The two talk about Dax’s relationship insecurity, the current excitement around diverse cultures represented in art and Hasan gives the secret sauce to The Daily Show magic. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6yOOdRSWqgCCDyJUJkTqhS,2019-05-09,EXPERTS ON EXPERT: Bill Nye,6686040,"Bill Nye (Bill Nye the Science Guy) is American science communicator, television presenter, and mechanical engineer. Bill sits down with the Armchair Expert to discuss the importance of facts, the pros and cons of shooting Bill Nye the Science guy in Seattle and he declares all kids love science. Dax wonders if Bill has any taste buds left after eating too many frozen marshmallows and Bill talks about his parents' fascinating journeys. The two discuss the Wright brothers, the impact of Steve Martin and the future of Science. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
0kE5Rrq9X5M0BnFkFrJr86,2019-05-13,Justin Long,6785541,"Justin Long (Jeepers Creepers, Dodgeball, Alvin and the Chipmunks) is an American actor and comedian. Justin sits down in the attic to discuss growing up in a religious family, feeling protective of his older brother and he shares the moment he realized adults can be wrong. Justin talks about his relationship with men who are physically larger than him and Dax is blown away by Justin’s Vince Vaughn impression. Dax as Justin talk about the rare experience of dating someone in the public eye, Dax lists reasons why he is jealous of Justin and Justin talks about getting abducted in Michigan. Listen and subscribe to Justin’s podcast Life Is Short: http://wondery.fm/lifeisshort Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5DlwVRErQ3O5RYjrBo9Tu8,2019-05-16,LIVE FROM DENVER: Monica Padman,5722880,"Armchair Expert Live from Denver at the Buell Theatre. April 19th, 2019.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
1TZxwN2xWlSP7qZMpUeu7s,2019-05-20,Craig T. Nelson,6658586,"Craig T. Nelson (Coach, Poltergeist, Parenthood) is an American actor and the Armchair Expert’s TV dad. Craig sits down in the attic to discuss his struggle with aging, his journey to sobriety and he talks about the period in his life when he left LA for something simpler. Dax asks Craig to regale us with some of his epic drug stories and Craig reflects upon his relationship with his father. The two talk about their time on Parenthood together, the bond over their mutual love of racing cars and they discuss the power of the ego.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
3qmJyAAXNwAMqw7OVNS1lf,2019-05-23,EXPERTS ON EXPERT: Samin Nosrat,7890233,"Samin Nosrat is an American chef and food writer. She is a regular food columnist for the New York Times magazine and has a docuseries on Netflix called Salt, Fat, Acid, Heat. Samin visits the attic to discuss how community is tied to food, her first experience at Chez Panisse where she eventually worked and her realization that mistakes lead to growth. Dax describes some of his favorite at home recipes and Samin talks about how she cried in every episode of her documentary series. The two talk about food systems, the importance of asking for help and Samin wishes Americans had more words for “restaurant”. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2QotmUnO3o1JmN8RsdogFN,2019-05-27,Kumail Nanjiani,5158765,"Kumail Nanjiani (The Big Sick, Silicon Valley, Adventure Time) is a Pakistani-American stand-up comedian, actor, podcast host, and writer. Kumail sits down with the Armchair Expert to discuss his path to overcoming undiagnosed anger, he talks about the moment he realized his childhood cuteness had disappeared and he gives the backstory to why he stumbled in his SNL monologue. Dax wonders what it’s like to be married to a relationship therapist and Kumail talks about his journey to gain 20 lbs of muscle in 5 months. The two debate whether feeling excluded is universal, Kumail talks about his complicated relationship with Pakistan and he teaches Dax the difference between Sonic the Hedgehog and Sonic hamburgers. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
7kuI44D4jwroY93QaZhtcz,2019-05-30,EXPERTS ON EXPERT: Erin Lee Carr,5810677,"Erin Lee Carr is an American documentary film director, writer, and producer. She sits down with the Armchair Expert to discuss her journey to sobriety, her interest in complicated humans and growing up with parents who are addicts. Dax asks about Erin’s relationship with her father and Erin talks about creating boundaries in her filmmaking. The two talk about process-oriented work, her need to speak for those who are silenced and how AA meetings taught her how to listen. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
01AFoRJitipWCci4yJc7n4,2019-06-03,Will Ferrell,5020813,"Will Ferrell (Anchorman, Saturday Night Live, Step Brothers) is an American actor, comedian, producer and writer. Will sits down with the Armchair Expert to discuss the impetus for Anchorman, his reverence for being on a team and his love for Sweden. Will gives the backstory of when he dressed as security at a Lakers game and Dax questions Will about the ways in which he contradicts comedic stereotypes. The two talk about childhood moments that led to careers in comedy, Will discusses his compulsion to put himself in stressful situations and Dax admits to occasionally getting angry at Will’s creative genius. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
7oC7hWI6r3V6MOizERy3KQ,2019-06-06,EXPERTS ON EXPERT: Elizabeth Gilbert,7789035,"Elizabeth Gilbert is an American author best known for her books Eat Pray Love, Committed and Big Magic. Elizabeth sits down with the Armchair Expert to discuss growing up on a Christmas tree farm, her highest moment during the Eat Pray Love process and she talks about a tragic moment that led to a deep realization. Elizabeth recalls getting her first short story published and Dax dissects his young attraction to rogue writers. The two discuss methods of female empowerment and Elizabeth talks about her positive relationship with fear.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
4f5NDUgqhCdppAl9KGPgnk,2019-06-10,Jeff Garlin,5420068,"Jeff Garlin (Curb Your Enthusiasm, The Goldbergs, Arrested Development) is an American comedian, actor, producer, director, and writer. Jeff sits down with the Armchair Expert to discuss the pursuit of being humble, utilizing respect as a parenting philosophy and his unconventional process in creating stand up. Jeff talks about the torment of unrequited love and Dax asks about his partnership with Larry David. The two discuss the trap of negativity and Jeff dissects the way he uses food to regulate emotions. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
7bf6CKpsm3Mq07hjec93ww,2019-06-13,LIVE FROM SANTA FE: David Walton,5046256,"Armchair Expert Live from Santa Fe at the Lensic Performing Arts Center. April 20th, 2019.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
22fBS3Fv8CCe2wKUc8AE6u,2019-06-17,Julia Louis-Dreyfus,6539102,"Julia Louis-Dreyfus (Saturday Night Live, Seinfeld, Veep) is an American actress, comedian, producer and queen of the Armchair Expert’s heart. Julia sits down in the attic to discuss her childhood, her intense fear of horror films and her naivety surrounding Seinfeld’s popularity. Julia talks about her attraction to cynical people and Dax hopes to become Julia’s stepdad and husband. The two chat about the trap of raising children in Los Angeles and Julia remarks on the ways having breast cancer rightsized all her priorities. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5UtsdFhl7euf0a8K0RANtn,2019-06-20,EXPERTS ON EXPERT: Dr. Alex Katehakis,7007817,"Dr. Alex Katehakis Ph.D., MFT, CSAT-S, CST-S is the Clinical Director of Center for Healthy Sex in Los Angeles and the author of Erotic Intelligence: Igniting Hot, Healthy Sex While in Recovery from Sex Addiction, Sex Addiction as Affect Dysregulation: A Neurobiologically Informed Holistic Treatment and co-author of Mirror of Intimacy: Daily Reflections on Emotional and Erotic Intelligence. Dr. Alex sits down in the attic to discuss the role shame plays in sexual dysfunction, the indicators of love addiction and the practice of tantric intimacy. She talks about the multiple factors that lead to disassociation and Dax believes dolphins are very sexual. The two discuss the different types of relationships young people are engaging in and they talk about the impact of pornography on developing minds. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5vFpQxuvneo4W89WC2aXqR,2019-06-24,Aubrey Plaza,6942902,"Aubrey Plaza (Parks and Recreation, Legion, Mike and Dave Need Wedding Dates) is an American actress, comedian and producer. Aubrey sits down with the Armchair Expert to discuss her desire to disrupt the norm, her experience in same-sex education and her journey after a love that got away. She talks about the unsavory elements of working at a video store and Dax convinces her she is great on talk shows. The two talk about their medical histories, her draw to improv and Monica and Dax go to Detroit for the fact check. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
3izFZtrgUdCO1DgjeKMfwg,2019-06-27,EXPERTS ON EXPERT: Steve Madden,5172976,"Steve Madden is an American fashion designer and businessman. Steve sits down with the Armchair Expert to discuss feeling different from an early age, his experience going to prison and the surreality to watching his life on the big screen. Dax is excited to learn Steve is sober and Steve talks about managing his ego. The two talk about the trap of narcissism and Steve discusses growing his business from $1100 to over a billion dollars. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5wOHT90zN84fes6zKwNFsC,2019-07-01,Bill Hader,4691200,"Bill Hader (Saturday Night Live, Barry, Trainwreck, Skeleton Twins) is an American comedian, actor and producer. Bill sits down with the Armchair Expert to discuss growing up surrounded by females, his experience as a production assistant in LA and his struggle with intense anxiety at SNL. Bill talks about the first time he met a movie star and Dax questions Bill on why he has so much sexual rhythm with women. The two discuss how growing up in a small town ingrains self-deprecation and Bill repeats sage advice he learned from Jeff Bridges. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2eyolzJ7fJUn5C4L50YDsD,2019-07-04,EXPERTS ON EXPERT: Jennifer Newsom,4961645,"Jennifer Newsom is an American documentary filmmaker and actress. Jennifer joins us on this episode of Experts on Expert to discuss her documentary The Mask You Live In, the value of teaching empathy at a young age and the fear surrounding the toxic masculinity conversation. Dax wonders what it’s like to travel with secret service and Jennifer discusses the increasing need for “feminine” traits in business. The two talk about conscious capitalism and the role both genders play in building stereotypes. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
69ikFoQWb9a48gZQkySM0G,2019-07-08,Andy Richter,5111771,"Andy Richter (Conan, Madagascar, Andy Richter Controls the Universe) is an American actor, voice actor, writer, comedian and late night talk show announcer. Andy sits down with the Armchair Expert to discuss his childhood, the idiosyncrasies of growing up in a small town and the importance of being vocal about mental health. Dax talks about the first time he saw Andy at a bar and Andy talks about his experience as a winner on Jeopardy. The two talk about their different journeys through drugs, Dax wonders if the term “sidekick” is triggering and Andy talks about finally feeling content. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5DzxoUEqHULdhYYxLwcvYn,2019-07-11,LIVE FROM SAN FRANCISCO: W. Kamau Bell,6170253,"Armchair Expert Live from San Francisco at the Bill Graham Civic Auditorium. May 31st, 2019.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5XHkPCIMxy9pNqYt1ZnCKk,2019-07-15,Fred Savage,3987043,"Fred Savage (The Wonder Years, The Princess Bride, The Grinder) is an American actor, director and producer. Fred sits down with the Armchair Expert to discuss being a child in the public eye and his singular goal of finding the emotional underpinning in all projects. Dax wonders about Fred’s decision to go to college amidst a burgeoning career and Fred talks about emulating Ron Howard. The two discuss being in the dead dad club, Fred gives his trick to auditioning and Monica and Dax coin a new word in the fact check. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6ymQ7peK83bWceaTAH8Yne,2019-07-18,EXPERTS ON EXPERT: Dr. Rahul Jandial,5950432,"Dr. Rahul Jandial, MD, Ph.D. is a dual-trained brain surgeon and neuroscientist at City of Hope Cancer Center in Los Angeles. Rahul sits down in the attic to discuss intermittent fasting, emigrating from India as an eight-year-old and how he redirected some of his negative qualities into positive ones. Dax wonders if it takes a certain level of arrogance to choose brain surgeon and Rahul gives a breakdown of the human body as it relates to mechanics. The two talk about modern approaches to fighting cancer and the importance of keeping the brain stimulated. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2wVFNJWdXm89Bz80TMTYV4,2019-07-22,Lake Bell,7378573,"Lake Bell (Wet Hot American Summer, No Strings Attached, It’s Complicated, Bless This Mess) is an American actress, director, screenwriter and TV wife to the Armchair Expert. Lake visits the attic to discuss her creative process, her evolution toward marriage and the harrowing story that eventually led to her two tattoos. Lake wrestles with taking on certain roles now that she is married and Dax wonders if many of Lake’s previous roles are now obsolete in the industry. The two debate the varying ways to run a set, Lake discusses growing into her body vs. growing into her sexuality and Monica and Dax re-create the Estonian method in the fact check. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
3IxuooucHnkr819M52Yc2L,2019-07-25,EXPERTS ON EXPERT: Mayor Eric Garcetti,5622413,"Mayor Eric Garcetti is an American politician serving as the 42nd and current Mayor of Los Angeles since 2013. Mayor Garcetti sits down with the Armchair Expert to discuss his draw to public service, his love of jazz piano and the overwhelming issue of homelessness in Los Angeles. Dax asks about the future of motorized scooters and Mayor Garcetti talks about his love of napping. The two discuss pragmatism over party and Eric divulges the best restaurant in Los Angeles. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
4b75NPb8OTh9aDsWszMyav,2019-07-29,Ben Platt,6414785,"Ben Platt (Pitch Perfect, Book of Mormon, Dear Evan Hansen) is an American actor, singer and songwriter. Ben sits down with the Armchair Expert to talk about surprising Kristen for her birthday, having to go on silent vocal rest for 10 days and the moment he come out to his parents. Dax wonders if Ben will eventually choose a partner over work and Ben speaks about his love of New York. The two discuss the level of dedication required for live theater, Ben talks about his worst moment on Broadway and he shares the weirdest backstage interaction he's ever had. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
1v35qJS3wdIqdDO3A8HnoD,2019-08-01,LIVE: Dan Savage,7110765,"Armchair Expert Live from Seattle at the Paramount Theatre. June 1st, 2019. This episode features music from The Head & The Heart, performing “Missed Connections” from their new album “Living Mirage.""  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
1Wpz1ChGFEQIfBeS9YjIM5,2019-08-05,Casey Affleck,6842200,"Casey Affleck (Good Will Hunting, The Assassination of Jesse James, Gone Baby Gone, Manchester By The Sea) is an American actor and director. Casey sits down with the Armchair Expert to discuss his childhood in Boston, his lack of foresight in making career decisions and his Kevin Bacon related epiphany. Dax is shocked Casey doesn’t know they’re neighbors and Casey believes any actor could have played his roles. The two commiserate over going to Alateen meetings as kids, they unearth an old misunderstanding between the two of them and Monica tells Casey about her Good Will Hunting obsession. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5fjpTXV9Bw3j2C9Lhw9Dr5,2019-08-08,LIVE: Peter Krause,5551568,"Armchair Expert Live from Detroit at the Fox Theatre. June 21st, 2019.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2qUbePbix0Xzl1iT41Ce8R,2019-08-12,Busy Philipps,7790288,"Busy Philipps (Freaks and Geeks, Cougar Town, Vice Principals, Busy Tonight) is an American actress, writer, producer, and director. Busy sits down with the Armchair Expert to discuss feeling creatively seen on Freaks and Geeks, individualists vs. communalists and her perception that Dax has facial blindness toward her. Busy talks about her catharsis writing her book and Dax asks about her foray into social media. Dax and Busy are excited to learn they both worked at the California Pizza Kitchen and Busy believes everyone deserves to hear “I Love You” before bed. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6DC2Gxf9rra8JCKXEcZ5qJ,2019-08-15,EXPERTS ON EXPERT: Tal Ben-Shahar,6676741,"Tal Ben-Shahar is American and Israeli professor and author in the areas of positive psychology, organizational psychology and leadership. Tal sits down with the Armchair Expert to discuss his road from squash player to Harvard professor, his trick for mitigating road rage and his psychological approach to solving structural problems. Tal gives tips on building resilience and Dax questions the validity of self-help. The two talk about the reasons behind escalating systemic depression, the idea that humans have more commonalities than differences and the concept of ritualizing positive behavior. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6Sgt4Znueaoswq5iXmXOh5,2019-08-19,Danny McBride,5631216,"Danny McBride (Eastbound & Down, Pineapple Express, Tropic Thunder, Alien: Covenant, Vice Principals) is an American actor, comedian, and writer. Danny sits down with the Armchair Expert to discuss his conflict between taking work and being with his family, his childhood memory of living on a prison ground and his move to Charleston. Danny talks about being drawn to people who aren't what they claim to be and Dax is in love with The Righteous Gemstones. The two talk about making comedies vs dramas, Danny talks about the moment he realized none of his characters have long sleeves and we learn in the fact check that Dax can't stop sending Danny e-mails. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
1rcBd9PmQFQqJwQpSGQjsL,2019-08-22,EXPERTS ON EXPERT: Dr. Steven Gundry,6758791,"Dr. Steven Gundry is an American doctor, former cardiac surgeon and author. Dr. Gundry sits down in the attic to discuss his early work in heart transplants, the degeneration of the human microbiome and his theory on lectins as they impact health. Dr. Gundry talks about training as a scrub tech when he was in medical school and Dax is extremely interested in crapsules. The two talk about the evolution of humans, why medical residents are forced to work on no sleep and Monica and Dax host a moonlight fact check. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
7ki1Qk540V6T6F8o3ncCt8,2019-08-26,Beanie Feldstein,7372956,"Beanie Feldstein (Neighbors 2, Lady Bird, Booksmart) is an American actress. Beanie sits down with the Armchair Expert to discuss growing up in LA but always feeling like a New Yorker. She talks about her experience falling in love and the merit of summer camp. Beanie recalls her first night on Broadway and Dax needs to revisit his stance on Barbra Streisand. The two discuss differing confidence levels between siblings and Beanie claims to be an avid Armcherry. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
0SHoXjh1JT5Q07r0h0dIYz,2019-08-29,LIVE: David Koechner,5971147,"Armchair Expert Live from Chicago at the Chicago Theatre. June 28th, 2019.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
5D21ZQKzhQ2c6d3GynOvLR,2019-09-02,Kal Penn,7817221,"Kal Penn (Harold and Kumar, The Namesake, House) is an American actor, comedian, producer, and former civil servant. Kal sits down with the Armchair Expert to discuss developing his stage name, not being able to please everyone and lying on his resume. Kal talks about his time working in the White House and Dax asks about balancing work and stereotypes. The two discover that they are the same person and they discuss the worth of a Big Mac. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2OlgJa1NjRthKbMK9pVDP3,2019-09-05,EXPERTS ON EXPERT: Pete Carroll,6502008,"Pete Carroll is an American football coach who is the head coach and executive vice president of the Seattle Seahawks of the National Football League. He is a former head coach of the New York Jets, New England Patriots, and the USC Trojans of the University of Southern California. Pete joins the Armchair Expert to discuss overcoming his stature as a kid, the importance of being present and his three basic rules. Pete talks about learning from failure and Dax is enamored by Pete's skin. The two discuss the value of being a salesman, learning how to be competitive and the power of self-actualization. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2yB8YTO7YhxFFPME32RKjZ,2019-09-09,Joseph Gordon-Levitt,7459239,"Joseph Gordon-Levitt (3rd Rock From the Sun, 500 Days of Summer, Inception, The Dark Knight Rises) is an American actor, filmmaker, singer, and entrepreneur. Joseph visits the attic to discuss the differences between enjoying science vs. art, his commitment to creativity and the future of privacy in social media. He talks about why he did a Pop Tart commercial as a kid and Dax admits to a social blunder upon first meeting Joseph. The two discuss career fear, Jospeh talks about his grandfather who was blacklisted from the industry and they dissect the perceived idea that Joseph is extra confident. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
7n3uTTJ9kFax5c2f5YdNiZ,2019-09-12,EXPERTS ON EXPERT: Dog the Bounty Hunter,7127588,"Duane ""Dog"" Chapman aka Dog the Bounty Hunter is an American reality TV star and bounty hunter. Dog sits down with the Armchair Expert to discuss why he joined the Devil's Disciples, how he got the name Dog The Bounty Hunter and his longest hunt. Dog talks about his connection to Tony Robbins and Dax sees many similarities between Dog and his dad. The two talk about being in public-facing marital relationships, building armor to cover trauma and creating moral boundaries within immoral situations.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
55HMAKrjM4uKvQ1nFguMLL,2019-09-16,Charlie Day,8262477,"Charlie Day (It's Always Sunny in Philadelphia, Horrible Bosses, Pacific Rim) is an American actor, screenwriter, producer, director and musician. He sits down the with Armchair Expert to discuss growing up amongst musical PHD's, his biggest fear as a parent and the process for creating It's Always Sunny. Charlie relays an incident involving a BB gun which resulted in profound life advice and Dax wonders what it was like to work with Ice Cube. The two talk about their varying relationships to money, wanting to avoid the comparison game and they debate whether or not its valuable to insert yourself in a dangerous situation. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
054HwV6XK49myY74MuhIvO,2019-09-19,EXPERTS ON EXPERT: Dave Asprey,6719268,"Dave Asprey is an entrepreneur and author. He founded Bulletproof 360, Inc., and Bulletproof Nutrition Inc. He has also written multiple books. Dave sits down in the attic to discuss his transition from tech to nutrition, his experience working through PTSD he developed at birth and his journey to lose weight. Dave talks about the benefits of delayed ejaculation and Dax wonders what the evolutionary purpose is for death. The two talk about embracing placebo, the impact of gratitude and Monica and Dax take a field trip on the fact check. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
4NkVvXyUNIe3ZXzM0DnKkm,2019-09-23,Jim Gaffigan,7096842,"Jim Gaffigan (Away We Go, 17 Again, Mr. Universe, Obsessed) is an American stand-up comedian, actor, writer, and producer. Jim joins the armchair expert to discusses his desire to revolt against expectations, his relationship to religion and his experience growing up in the midwest. Jim laments over being offered grandpa roles and Dax talks about the dangers of elitism. The two talk about challenging the audience, why certain people can avoid scandal and whether their children will have addictive personalities. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
58ZqSNQ69jrkdUVn6kWQif,2019-09-26,LIVE: Monica Potter,4821942,"Armchair Expert Live from Cleveland at KeyBank State Theatre. June 23rd, 2019.  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
3amYbYvEbh5vznylVVK8w9,2019-09-30,The Avett Brothers,7034488,"The Avett Brothers are an American folk rock band. They sit down with the Armchair Expert to discuss the experience of being in a family band, the balance between touring and home life and the connection between artist and audience. The two talk about how they came to love music and Dax describes the magic of an Avett Brothers’ concert. They discuss the male right of passage, their relationship to religion and the feeling of universal unity. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
1g3ETLzCXvQHDObwp1gZeQ,2019-10-03,Lori Gottlieb,5461368,"Lori Gottlieb is an American author and psychotherapist. She sits down in the attic to discuss her transition from entertainment to therapist, her willingness to listen to career advice and the importance of the patient/therapist relationship. She talks about the privilege of being let into someone’s thoughts and Dax wonders if she’s ever fallen in love with a patient. The two talk about the unfamiliarity of change, her rule for couples therapy and what it’s like seeing her patients out in the world. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2djuPDPGhmfuBZo8bYzGnS,2019-10-07,Adam Devine,5607314,"Adam Devine (Workaholics, Pitch Perfect, Mike and Dave Need Wedding Dates) is an American actor, voice actor, comedian, screenwriter, producer, and singer. Adam sits down with the Armchair Expert to talk about managing ego, the series of events that led to Workaholics and an early childhood trauma that he credits to his career in comedy. Adam discusses his first experience on Letterman and Dax explains the effects of a certain muscle building diet. Adam confesses that he originally thought Pitch Perfect was a baseball move and the two realize they are both obsessed with the same almond butter packets. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
7hFSJ8sDZU0VikpIkWvL1e,2019-10-10,Dr. Nadine Burke Harris,7725296,"Nadine Burke Harris is an American pediatrician who is the 1st and current Surgeon General of California. She is known for her work in adverse childhood experiences. Nadine visits the Armchair Expert to discuss the impact childhood trauma has on health and longevity, she talks about her own experience with childhood adversity and she gives tools to buffer those who have many ACEs. Nadine talks about the screening process she pioneered and Dax wonders if parents will ever be truthful in admitting their contribution to childhood trauma. The two talk about the study that first led to ACE research, they discuss how awareness leads to shame reduction and Monica and Dax are in awe of Nadine's uniphile status. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
6fkP71iuyAN0Z6AcLkcSGP,2019-10-14,Jim Jefferies,6571337,"Jim Jefferies (Legit, The Jim Jefferies Show) is an Australian-American stand-up comedian, political commentator, actor, and writer. Jim visits the attic to discuss his early negative experience doing standup, his mothers end of life and his relationship to sobriety. Jim talks about the gun control bit that changed his career and Dax asks about Australian masculinity. The two talk about the desire to one up every conversation and the benefit of maintaining friendships with ex-girlfriends. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
2LPMWiHRFMIbpjd5Hrf3vY,2019-10-17,Monica Lewinsky,6369854,"Monica Lewinsky is an American anti-bullying ambassador to the Diana Award’s Anti-Bullying Programme, on the advisory board of Project rockit, founding board member of The Childhood Resilience Foundation and contributing editor to Vanity Fair. She sits down with the armchair expert to discuss overcoming trauma, cyber bullying and her experience being publicly labeled as a negative archetype. Monica talks about being an upstander and Dax is impressed by Monica’s resilience. The two discuss chasing and breaking patterns, public shame and the ways in which they both seek safety. Learn more about your ad choices. Visit podcastchoices.com/adchoices"
